1,787487908,1,0,0xffFd2E3dAd194861ada53AEBF9533abcDF5B494c,50
2,1395743018,1,1,0xFfee2997Dbb8475C4f72e60bFA424CD793A307A6,105
3,1291686416,13,0,0xfFe2BAF253Eb5eC6F5315cB3Ca169212B0E9b38f,110
4,1644373547,1,0,0xFfE22677c0b0a50C8FcFB3bc338ac7b538e6FF06,50
5,331152775,1,1,0xFfE18C6eae261721255E30B9ABbe8CbABa35e6c2,105
6,1666303853,1,0,0xFFDBA67C871456eFe6b573B21bDe9436f2926ED5,50
7,708835138,1,0,0xFFD67827DBbB8749D5c13B81cE074E822F291a26,50
8,617135839,1,0,0xffd1b3edca2e746691b50adf2941d3083e15d500,50
9,1553488857,1,0,0xFFd04226767c2314E7F11B8CAF348d30c69dbA37,50
10,151734193,1,0,0xfFcB958f684953441848a0540AC3aC25707A2EF3,50
11,1659742613,2,0,0xFFc84C66D02f25b9706Ca2C26351840657522711,55
12,563946929,1,0,0xFfc37a7c5E14B1A63d4d9A38250C2A77bFae5d53,50
13,1472585234,1,0,0xFfc0ff42d6F9c07bF0bd0f55D1ddc9cA006b993b,50
14,877766978,0,1,0xffBEA1f4B22C7bcbA0D2404762Db542d49BB0c86,100
15,1632789741,2,1,0xFFbD8a9a58620f64868a8b2d556c29ba05E22eDB,110
16,1324339129,0,1,0xffBB32dBB5cD1d8515d5a2332A7b432054B73D46,100
17,1021190222,1,0,0xFfB8B27B0F8Bc59dcdd3AE076B8681e9f2eB40d0,50
18,1157512183,0,1,0xfFB5f181658B114d02155156Eb4bB2258358324E,100
19,1083273939,0,1,0xfFB194e084Ba981e556DeC80A9572481596D752E,100
20,1456702781,1,0,0xFfAE57af21698aBEf62EffEFEa3edaEf79aBa34d,50
21,1249063034,1,0,0xffab7D613e437fC9694eF0137E8079C92Fcaf7A3,50
22,558255451,1,1,0xFFa46E273B2d97cF854F44e3303943a98d890E35,105
23,992762046,1,0,0xfFa3F41218aF27a3a89822f40a975b33AAEA3c3E,50
24,851782576,1,0,0xffa15f4f8a409bFDbE057c545E56626f9D30666F,50
25,1294586254,1,1,0xff9f0Db9C3dDB11Cf5FAeba16CE91A7c4C806927,105
26,1337116368,1,0,0xfF9ef893923cF0E063f0c26AEA161A8a24131f48,50
27,1638666760,1,1,0xFF97eA6e1E8267e76D36980a9974e3464f64dD3f,105
28,1015102653,1,0,0xFF94Cd2c37284B34F69A9C3Ea89B8df8Aa94107d,50
29,1027867439,3,1,0xff8dBC8B0ca7DE9a73F8b712E67b463be58e672f,115
30,1685777966,0,1,0xff8BA648F87c7dBC4dD95e2744397cf09B7a011b,100
31,1651428673,1,0,0xFf89a3163F0d417DdaF979FA943Fbb71FF1b0dC6,50
32,900664856,1,1,0xFF88Da594627139cF3Ced5701421AA69961b8Bdc,105
33,1151200364,1,0,0xff885b47e79Ca462512988C537Dca4EF2e167BcB,50
34,1683156929,2,0,0xFF880B9FB4Cb50d6dED12833388197a032E693b5,55
35,601444309,3,0,0xfF8724027998965E530A0de2B91008A8aC6ec5B9,60
36,1032666776,0,1,0xfF866a28579B2139932c49F6625db483b0B9A213,100
37,458971156,1,0,0xff83b8cb152825d03003fBD46f3b489c0F5299E1,50
38,490111947,2,0,0xFf827A49F9b51d5ADE6F5065bb5436E7FDCcBD2C,55
39,1368256812,2,0,0xFf817Dd89E385552347F2E628d303cffC2F599b0,55
40,1792281153,0,1,0xFf800a69a74AA8196B9fb8535cFb124c18803f8a,100
41,1238777759,0,1,0xFF79533831a734e0005d5059D83fe3bd035f5369,100
42,1664918045,7,0,0xff71F4918caC70C51B57f8FF7800D977bec4F547,80
43,986599767,1,0,0xFf6d854Ad37023b2363796CAB12d0575c3421C25,50
44,88570601,1,0,0xff661526dAdb203D4Dee9611FBc6c27e2C6D2019,50
45,1445907913,2,0,0xFf617a07C3B90b0c967d5A616aFA79eB8681a1A9,55
46,1600363607,3,0,0xFF6125C048f0423293051e7eeAF4e552D3ffABc9,60
47,458315146,2,0,0xfF5fcec3EE94Bc145F0b5F852a29F3bA88f790c7,55
48,1047077229,1,0,0xfF5F3456d59404F607C2628Abc01dc4A1F5108c6,50
49,550939984,1,0,0xff5a1364684b74814eaC5615f86a278547109Ea3,50
50,1317911178,2,0,0xFf583D7B35Fb89240e3209FF96136e3f55ba55a3,55
